title,imdbid,year,id,rating
"Producers, The",0395251,2005,8390,0
Twitches,0467421,2005,8415,1
Little Fish,0382810,2005,8453,3
Where the Truth Lies,0373450,2005,8476,3
All the Invisible Children,0411098,2005,8519,3
Stay,0371257,2005,8532,1
"Quiet, The",0414951,2005,8537,3
Just Sex and Nothing Else,0402115,2005,8544,2
Say Uncle,0401385,2005,8550,2
Tickets,0418239,2005,8664,0
Elizabethtown,0368709,2005,8908,3
Wallace & Gromit: The Curse of the Were-Rabbit,0312004,2005,9092,1
La moustache,0428856,2005,9139,2
Azumi 2: Death or Love,0431641,2005,9550,3
Survival Island,0377309,2005,9745,2
Chandramukhi,0449869,2005,9959,2
Idiocracy,0387808,2006,10,1
"Devil Wears Prada, The",0458352,2006,144,3
Pirates of the Caribbean: Dead Man's Chest,0383574,2006,167,2
Penelope,0472160,2006,171,3
"Pursuit of Happyness, The",0454921,2006,198,0
"Holiday, The",0457939,2006,215,3
Casino Royale,0381061,2006,221,1
I Served the King of England,0284363,2006,224,1
Brand Upon The Brain!,0443455,2006,284,3
Crank,0479884,2006,289,0
Marie Antoinette,0422720,2006,290,3
X-Men: The Last Stand,0376994,2006,317,3
Children of Men,0206634,2006,332,3
Volver,0441909,2006,366,3
Bandidas,0416496,2006,370,3
Starter for 10,0477095,2006,372,2
Night at the Museum,0477347,2006,416,3
El laberinto del fauno (Pan's Labyrinth),0457430,2006,421,3
Little Children,0404203,2006,521,3
Once,0907657,2006,530,2
Stranger Than Fiction,0420223,2006,559,3
Puccini for Beginners,0492481,2006,603,3
Akeelah and the Bee,0437800,2006,615,3
She's the Man,0454945,2006,627,3
Little Miss Sunshine,0449059,2006,648,3
Caffeine,0460732,2006,650,3
Offside,0499537,2006,653,3
"Wind That Shakes the Barley, The",0460989,2006,725,1
Amazing Grace,0454776,2006,736,1
Bring It On: All or Nothing,0490822,2006,762,3
Das Leben Der Anderen,0405094,2006,791,0
Silent Hill,0384537,2006,793,3
Zwartboek,0389557,2006,830,3
"Illusionist, The",0443543,2006,893,0
Man of the Year,0483726,2006,920,1
Inland Empire,0460829,2006,921,3
Black Sheep,0779982,2006,923,1
Still Life (Sanxia haoren),0859765,2006,934,2
Last Holiday,0408985,2006,938,3
Nina's Heavenly Delights,0435706,2006,976,3
For the Love of a Child,0479917,2006,1022,3
"Dead Girl, The",0783238,2006,1189,3
"Woods, The",0380066,2006,1347,3
"You, Me and Dupree",0463034,2006,1558,1
Kidulthood,0435680,2006,1481,3
Jackass Number Two,0493430,2006,1302,1
"Departed, The",0407887,2006,1415,1
On the Trail of Igor Rizzi,0832958,2006,1605,0
Liu hao chukou (Exit No. 6),0934427,2006,1505,3
300,0416449,2006,1271,0
Friends with Money,0436331,2006,1102,3
Lucky Number Slevin,0425210,2006,1138,1
Eragon,0449010,2006,1147,1
Art School Confidential,0364955,2006,1152,3
Gray Matters,0375785,2006,1523,3
Shortbus,0367027,2006,1442,3
Bambi II,0447854,2006,1596,1
Fast Food Nation,0460792,2006,1449,3
Ice Age: The Meltdown,0438097,2006,1581,1
A Few Days in September,0446442,2006,1542,3
"Big Bad Swim, The",0460721,2006,1489,3
"Queen, The",0436697,2006,1412,3
For Your Consideration,0470765,2006,1615,3
Stick It,0430634,2006,1665,3
Slither,0439815,2006,1702,3
Mulberry Street,0473514,2006,1719,1
Smokin' Aces,0475394,2006,1811,3
Zoom,0383060,2006,1853,3
Paprika,0851578,2006,1864,3
Black Christmas,0454082,2006,1873,3
Toki wo kakeru sh&#333;jo (The Girl Who Leapt Through Time),0808506,2006,1878,3
Perfume: The Story of a Murderer,0396171,2006,1888,3
Snakes on a Plane,0417148,2006,1894,3
Miss Potter,0482546,2006,1898,3
Running with Scissors,0439289,2006,1910,3
Southland Tales,0405336,2006,1927,3
"Fountain, The",0414993,2006,1937,3
Cars,0317219,2006,1946,1
Tekkon kinkurito,0831888,2006,2002,0
Nacho Libre,0457510,2006,2026,0
"Prestige, The",0482571,2006,2036,1
Times and Winds,0855729,2006,2057,3
Inside Man,0454848,2006,2089,3
"Architect, The",0466665,2006,2117,3
Hula Girls,0768116,2006,2199,3
I'm Reed Fish,0464061,2006,2260,2
Bonneville,0487195,2006,2277,3
Dreamland,0417614,2006,2297,3
A Guide to Recognizing Your Saints,0473488,2006,2339,1
"Good Shepherd, The",0343737,2006,2340,0
Half Nelson,0468489,2006,2359,3
A Scanner Darkly,0405296,2006,2360,1
"Page Turner, The",0487503,2006,2405,3
Notes on a Scandal,0465551,2006,2498,3
A Prairie Home Companion,0420087,2006,2525,3
"Fall, The",0460791,2006,2527,3
Ultraviolet,0370032,2006,2532,1
"Guardian, The",0406816,2006,2538,1
"Gigolos, The",0462309,2006,2566,1
Five Across the Eyes,0888019,2006,2570,3
"Bon Cop, Bad Cop",0479647,2006,2572,1
We Are Marshall,0758794,2006,2579,1
Letters from Iwo Jima,0498380,2006,2580,1
Quinceanera,0451176,2006,2598,3
After the Wedding,0457655,2006,2610,2
Requiem,0454931,2006,2615,3
Wristcutters: A Love Story,0477139,2006,2616,1
Return To Halloweentown,0816520,2006,2713,3
Il caimano (The Caiman),0429727,2006,2800,3
"I'm a Cyborg, But That's OK",0497137,2006,2802,3
"Science of Sleep, The",0354899,2006,2898,3
A Crime,0489010,2006,2900,1
"Gymnast, The",0473074,2006,2932,3
Clerks II,0424345,2006,2941,3
Apart From That,0772154,2006,2980,3
"History Boys, The",0464049,2006,3005,1
Rainbow Song,0804513,2006,3014,3
Warau Mikaeru,0461612,2006,3018,3
Curse of the Golden Flower,0473444,2006,3051,2
Paris je t'aime,0401711,2006,3054,3
I Do,0478724,2006,3080,3
"Zombie Diaries, The",0876294,2006,3127,3
This Film Is Not Yet Rated,0493459,2006,3168,3
Love & Suicide,0818940,2006,3193,3
Material Girls,0433412,2006,3199,3
Idlewild,0417225,2006,3326,3
Aquamarine,0429591,2006,3335,3
Take the Lead,0446046,2006,3460,3
In Paris,0769508,2006,3465,1
John Tucker Must Die,0455967,2006,3571,3
"Grudge 2, The",0433386,2006,3643,3
Monster House,0385880,2006,3661,3
Red Road,0471030,2006,3760,3
Rang De Basanti,0405508,2006,3769,3
"Ant Bully, The",0429589,2006,3784,2
Hogfather,0765458,2006,3785,3
Open Season,0400717,2006,3786,1
Flushed Away,0424095,2006,3812,0
"University of Illinois vs. a Mummy, The",1273816,2006,3830,3
Suburban Mayhem,0450506,2006,3834,3
"Host, The",0468492,2006,3849,3
Farval Falkenberg,0855805,2006,3957,0
Dor,0824316,2006,3959,3
Black Dahlia,0387877,2006,4130,1
Avenue Montaigne,0444112,2006,3988,3
DOA: Dead or Alive,0398913,2006,4202,3
Lady in the Water,0452637,2006,4227,2
Brother Bear 2,0465925,2006,4236,3
Superman Returns,0348150,2006,4288,1
Fido,0457572,2006,4293,2
Snow cake,0448124,2006,4312,3
Cashback,0460740,2006,4401,3
Loving Annabelle,0323120,2006,4398,3
Half Light,0412798,2006,4424,3
Psych,0491738,2006,4500,3
Final Destination 3,0414982,2006,4595,3
"Painted Veil, The",0446755,2006,4625,3
Blood Diamond,0450259,2006,4626,1
When a Stranger Calls,0455857,2006,4665,3
Fay Grim,0444628,2006,4690,3
Wendy Wu: Homecoming Warrior,0790781,2006,4694,3
Arthur and the Invisibles,0344854,2006,4729,0
Brave Story,0778631,2006,4802,1
London To Brighton,0490166,2006,4819,3
Mukhsin,0863091,2006,4830,3
To Have and to Hold,0876154,2006,4848,3
"Lake House, The",0410297,2006,4856,3
"Break Up, The",0452594,2006,4892,1
Sherrybaby,0423169,2006,4899,3
Poseidon,0409182,2006,4918,2
Bordertown,0445935,2006,4939,3
Altered,0457275,2006,5016,0
Dead & Deader,0770739,2006,5049,1
Bug,0470705,2006,5088,3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0443453,2006,5158,1
"Da Vinci Code, The",0382625,2006,5191,1
Reprise,0827517,2006,5213,1
Candy,0424880,2006,5233,3
Elephants Dream,0807840,2006,5248,0
High School Musical,0475293,2006,5249,3
Poultrygeist: Night of the Chicken Dead,0462485,2006,5262,1
A fost sau n-a fost?,0809407,2006,5287,1
"Hello Sister, Goodbye Life",0476013,2006,5288,3
Apocalypto,0472043,2006,5306,3
Click,0389860,2006,5358,3
"Librarian: Return to King Solomon's Mines, The",0455596,2006,5424,1
Hollywoodland,0427969,2006,5511,2
Cow Belles,0489007,2006,5519,3
Barbie in the 12 Dancing Princesses,0859594,2006,5549,3
"Pink Panther, The",0383216,2006,5552,1
Lonely Hearts,0441774,2006,5585,3
Mission: Impossible III,0317919,2006,5606,1
"Good German, The",0452624,2006,5675,1
Kamome Diner,0483022,2006,5704,3
Dreamgirls,0443489,2006,5815,3
Day Night Day Night,0499455,2006,5834,3
Grandma's Boy,0456554,2006,5840,3
"Barbie Diaries, The",0795338,2006,5868,3
Babel,0449467,2006,5925,3
Grbavica,0464029,2006,6038,3
5ive Girls,0494199,2006,6137,3
This is England,0480025,2006,6151,3
"Unknown Woman, The",0494271,2006,6168,3
Accepted,0384793,2006,6194,1
"Covenant, The",0475944,2006,6352,3
Beerfest,0486551,2006,6401,3
Tales from the Grudge,0877368,2006,6445,3
Saw III,0489270,2006,6450,3
U,0486731,2006,6456,3
Another Gay Movie,0443431,2006,6526,3
Madea's Family Reunion,0455612,2006,6574,0
All The King's Men,0405676,2006,6762,1
Madeinusa,0476298,2006,6869,3
Bleach: Memories of Nobody,1105263,2006,6903,3
"""Masters of Horror"" Pick Me Up",0643110,2006,7038,2
"""Masters of Horror"" Haeckel's Tale",0643106,2006,7039,0
"""Masters of Horror"" Imprint",0757061,2006,7044,0
"""Masters of Horror"" Family",0782399,2006,7070,2
"""Masters of Horror"" The V Word",0817401,2006,7085,0
"Hills Have Eyes, The",0454841,2006,7088,3
"""Masters of Horror"" Pelts",0779496,2006,7090,1
"""Masters of Horror"" The Screwfly Solution",0833098,2006,7096,3
"""Masters of Horror"" Sounds Like",0817400,2006,7103,0
"""Masters of Horror"" Pro-Life",0785532,2006,7114,3
"""Masters of Horror"" Valerie on the Stairs",0805420,2006,7117,3
Hannah Montana,0493093,2006,7264,1
Peliculas para no dormir: Adivina quien soy,0461826,2006,7315,3
Películas para no dormir: La habitación del niño,0430164,2006,7293,3
Peliculas para no dormir: Para entrar a vivir,0477311,2006,7299,3
Peliculas para no dormir: La culpa,0449144,2006,7303,3
Peliculas para no dormir: Regreso a Moira,0460897,2006,7309,1
Barnyard,0414853,2006,7366,3
"Prince & Me II: The Royal Wedding, The",0477072,2006,7550,3
Monmon the Water Spider,0768132,2006,7567,0
Step Up,0462590,2006,7596,3
Conversations with God,0489682,2006,7624,1
Happy Feet,0366548,2006,7637,3
Scary Movie 4,0362120,2006,7679,3
RV,0449089,2006,7793,3
Tenacious D in the Pick of Destiny,0365830,2006,7812,0
Glory Road,0385726,2006,7977,3
La vie secrète des gens heureux,0807965,2006,8033,1
Que tan lejos,0951297,2006,8060,3
La noche de los girasoles,0456111,2006,8412,2
Ferfiakt,0830896,2006,8529,1
Wedding Wars,0823158,2006,8549,2
Tales from Earthsea,0495596,2006,8644,1
Sideline Secrets,0413268,2006,8723,3
Miami Vice,0430357,2006,8871,1
Behind the Mask: The Rise of Leslie Vernon,0437857,2006,9091,1
"Fast and the Furious: Tokyo Drift , The",0463985,2006,9119,1
Heartbreak Hotel,0785002,2006,9188,1
"Wicker Man, The",0450345,2006,9190,1
Away from Her,0491747,2006,9203,3
"Shaggy Dog, The",0393735,2006,9237,2
Talladega Nights: The Ballad of Ricky Bobby,0415306,2006,9272,2
failure to launch,0427229,2006,9277,1
World Trade Center,0469641,2006,9296,2
Rosso come il cielo,0450121,2006,9471,1
Over the Hedge,0327084,2006,9472,3
Rocky Balboa,0479143,2006,9724,1
"Hard Corps, The",0462329,2006,9742,3
Second in Command,0458471,2006,9744,0
Pledge This!,0417056,2006,9783,3
Deja Vu,0453467,2006,10035,1
Wordplay,0492506,2006,10011,3
Outsourced,0425326,2006,10122,1
Night of the Living Dead 3D,0489244,2006,10209,3
Death Proof,1028528,2007,7,3
Futurama: Bender's Big Score,0471711,2007,8,2
Juno,0467406,2007,9,3
Next,0435705,2007,11,2
Outlaw,0758771,2007,12,1
Ratatouille,0382932,2007,14,1
Rush Hour 3,00293564,2007,16,1
Resident Evil: Extinction,0432021,2007,17,3
"Brave One, The",0476964,2007,20,3
"Man from Earth, The",0756683,2007,25,1
Shrek the Third,0413267,2007,26,3
Premonition,0477071,2007,27,3
Planet Terror,1077258,2007,29,3
88 Minutes,0411061,2007,30,1
"Bucket List, The",0825232,2007,103,1
Wool 100%,0884819,2007,166,3
Pirates of the Caribbean: At World's End,0449088,2007,169,3
There Will Be Blood,0469494,2007,177,0
Knocked Up,0478311,2007,180,3
Hairspray,0427327,2007,188,3
Son of Rambow,0845046,2007,240,1
Persepolis,0808417,2007,295,3
Tropa de Elite,0861739,2007,312,3
Into the Wild,0758758,2007,313,1
No Reservations,0481141,2007,327,3
Stardust,0486655,2007,335,3
Hot Fuzz,0425112,2007,351,1
Harry Potter and the Order of the Phoenix,0373889,2007,373,3
Towelhead,0787523,2007,381,3
Fred Claus,0486583,2007,410,1
"Simpsons Movie, The",0462538,2007,417,3
Hot Rod,0787475,2007,419,1
Transformers,0418279,2007,422,3
Then She Found Me,0455805,2007,462,3
Ocean's Thirteen,0496806,2007,476,1
Disturbia,0486822,2007,479,3
"Golden Compass, The",0385752,2007,487,3
"Savages, The",0775529,2007,490,3
Import/Export,0459102,2007,526,3
Vacancy,0452702,2007,546,0
I Am Legend,0480249,2007,549,3
Sunshine,0448134,2007,585,1
"Darjeeling Limited, The",0838221,2007,600,1
Sweeney Todd: The Demon Barber of Fleet Street,0408236,2007,630,1
Paranormal Activity,1179904,2007,667,3
Superbad,0829482,2007,651,3
"Kite Runner, The",0419887,2007,652,0
No Country for Old Men,0477348,2007,686,3
Becoming Jane,0416508,2007,738,3
Waitress,0473308,2007,755,3
Bring It On: In It to Win It,0972785,2007,761,3
P.S. I Love You,0431308,2007,766,3
Enchanted,0461770,2007,777,3
Live Free or Die Hard,0337978,2007,842,1
3:10 to Yuma,0381849,2007,843,0
Wild Hogs,0486946,2007,918,1
Evening,0765447,2007,948,3
Atonement,0783233,2007,949,3
Diary of the Dead,0848557,2007,964,3
Crashing,0475243,2007,995,2
Charlie Bartlett,0423977,2007,1008,2
White Noise 2: The Light,0496436,2007,1045,1
"World Unseen, The",1048174,2007,1339,3
Lynch,1032207,2007,1438,1
After Sex,0465375,2007,1344,3
Brooklyn Rules,0283503,2007,1578,3
Shooter,0822854,2007,1184,1
Teeth,0780622,2007,1196,3
Hitman,0465494,2007,1283,0
"Orphanage, The",0464141,2007,1285,3
Itty Bitty Titty Committee,0496328,2007,1115,3
Cocalero,0925230,2007,1439,3
"Jane Austen Book Club, The",0866437,2007,1151,3
"Lookout, The",0427470,2007,1167,3
Free Rainer,0810868,2007,1524,2
Death at a Funeral,0795368,2007,1522,3
XXY,0995829,2007,1552,3
Vexille,0970472,2007,1466,3
"Bad Mother's Handbook, The",0909010,2007,1671,3
Ninas Mal,0806940,2007,1706,3
Ekusute (Exte: Hair Extensions),0904049,2007,1713,3
Trick 'r Treat,0862856,2007,1715,3
Love Songs,0996605,2007,1741,3
Appleseed Saga: Ex Machina,1043842,2007,1764,3
"Band's Visit, The",1032856,2007,1799,1
Tricks,1094278,2007,1802,3
"4 Months, 3 Weeks and 2 Days",1032846,2007,1806,3
Beaufort,0758732,2007,1808,0
St. Trinian's,0964587,2007,1840,3
"Diving Bell and the Butterfly, The",0401383,2007,1868,2
Michael Clayton,0465538,2007,1889,2
How About You,0887745,2007,1899,3
Mr. Magorium's Wonder Emporium,0457419,2007,1903,0
Auf der anderen Seite,0880502,2007,1925,3
5 Centimeters Per Second,0983213,2007,1939,1
Meet the Robinsons,0396555,2007,1945,1
Watching the Detectives,0472205,2007,2111,1
30 Days of Night,0389722,2007,2130,2
28 Weeks Later,0463854,2007,2131,3
"Visitor, The",0857191,2007,2147,3
Music and Lyrics,0758766,2007,2170,3
Arranged,0848542,2007,2248,3
Year of the dog,0756729,2007,2207,3
King of California,0388182,2007,2341,1
"Signal, The",0780607,2007,2364,2
Gone Baby Gone,0452623,2007,2371,3
Margot at the Wedding,0757361,2007,2409,3
Bratz,0804452,2007,2472,3
Hostel: Part II,0498353,2007,2473,3
Eagle vs Shark,0494222,2007,2478,3
Fracture,0488120,2007,2519,1
Young People Fucking,0913445,2007,2529,1
Charlie Wilson's War,0472062,2007,2574,3
Breach,0401997,2007,2581,1
"Condemned, The",0443473,2007,2597,1
Sword of the Stranger,1121794,2007,2601,3
Northanger Abbey,0844794,2007,2604,3
Shelter,0942384,2007,2621,1
My Blueberry Nights,0765120,2007,2655,3
Cutlass,1107809,2007,2676,3
"Man from London, The",0415127,2007,2743,3
Lars and the real Girl,0805564,2007,2795,3
Steam,0892100,2007,2856,3
In the Arms of My Enemy,0814795,2007,2976,0
"Ensemble, c'est tout",0792965,2007,2992,3
I Could Never Be Your Woman,0466839,2007,3012,3
Death Defying Acts,0472071,2007,3013,3
Welcome to the Quiet Room,0997174,2007,3015,3
Eastern Promises,0765443,2007,3069,3
Beowulf,0442933,2007,3086,3
La vie en rose,0450188,2007,3129,3
Sydney White,0815244,2007,3151,3
1408,0450385,2007,3206,3
Elizabeth: The Golden Age,0414055,2007,3230,3
"Nanny Diaries, The",0489237,2007,3308,3
"Mist, The",0884328,2007,3324,3
Bridge to Terabithia,0398808,2007,3333,3
Timecrimes,0480669,2007,3343,0
"Secret, The",0446463,2007,3344,3
Salvation,0860528,2007,3424,1
Fermat's Room,1016301,2007,3438,0
Irina Palm,0762110,2007,3474,3
Gone,0482374,2007,3494,3
Black Water,0816436,2007,3545,3
La reine soleil,0459959,2007,3547,3
Negative Happy Chain Saw Edge,1024856,2007,3577,0
If I Had Known I Was a Genius,0758753,2007,3604,2
Dan in Real Life,0480242,2007,3615,3
Ballet Shoes,1083845,2007,3617,3
Inside,0856288,2007,3629,3
[Rec],1038988,2007,3646,3
Halloween,0373883,2007,3655,3
Ten Inch Hero,0829297,2007,3663,3
Caramel,0825236,2007,3707,2
Evangelion: 1.0: You Are (Not) Alone,0923811,2007,3731,3
We Are the Strange,0923985,2007,3774,0
Blades of Glory,0445934,2007,3777,3
TMNT,0453556,2007,3811,1
99 francs,0875113,2007,3899,1
Out at the Wedding,0488023,2007,3935,3
Naissance des pieuvres,0869977,2007,3989,3
Before the Devil Knows You're Dead,0292963,2007,4001,2
I Know Who Killed Me,0897361,2007,4007,3
Across the Universe,0445922,2007,4028,3
"Number 23, The",0481369,2007,4029,1
Barbie as the Island Princess,1092053,2007,4040,3
Numb,0795439,2007,4044,1
Se upp för dårarna,0959342,2007,4060,3
Bhool Bhulaiyaa,0995031,2007,4121,1
Fat Like Me,0889600,2007,4158,3
She's a Boy I Knew,1095496,2007,4152,3
"King of Kong: A Fistful of Quarters, The",0923752,2007,4153,1
We Own the Night,0498399,2007,4162,0
Hannibal Rising,0367959,2007,4209,1
"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",1077274,2007,4264,3
Bratz: Fashion Pixiez,2330312,2007,4313,3
Because I Said So,0490084,2007,4439,3
Imprint,0816530,2007,4728,3
La torre de Suso,0896986,2007,4757,1
Whisper,0435528,2007,4762,2
Breakfast with Scot,0910847,2007,4800,1
Days and Clouds,0887732,2007,4833,3
Far North,0860866,2007,4886,3
Dark Mirror,0486651,2007,4963,3
P2,0804516,2007,4984,3
Flight of the Living Dead,0780583,2007,5055,3
Freedom Writers,0463998,2007,5496,1
"Life Before Her Eyes, The",0815178,2007,5028,3
"Messengers, The",0425430,2007,5042,3
American Zombie,0765430,2007,5045,3
"Tracey Fragments, The",0801526,2007,5071,3
Fantastic Four: Rise of the Silver Surfer,0486576,2007,5075,3
Chakde! India,0871510,2007,5146,3
Shrooms,0492486,2007,5204,3
Smiley Face,0780608,2007,5245,3
2 Days in Paris,0841044,2007,5291,3
Transmorphers,0960835,2007,5328,3
Shut em up,0465602,2007,5451,1
Gracie,0441007,2007,5461,3
Spider-Man 3,0413300,2007,5483,2
"Lust, Caution",0808357,2007,5501,3
Mataharis,0780565,2007,5509,3
"Bourne Ultimatum, The",0440963,2007,5530,2
"So, You've Downloaded a Demon",0348062,2007,5583,3
Dead Silence,0455760,2007,5628,1
Norbit,0477051,2007,5662,2
Ex Drummer,0812243,2007,5769,1
Ha-Sodot (The Secrets),0782867,2007,5930,3
Racing Daylight,0840363,2007,5995,3
High School Musical 2 (TV Movie),0810900,2007,6057,3
Dialogue avec mon jardinier,0825244,2007,6286,1
"""The Backyardigans"" International Super Spy",1095573,2007,6381,2
Saw IV,0890870,2007,6454,3
Epic Movie,0799949,2007,6577,3
"Brothers Solomon, The",0784972,2007,6578,2
Nancy Drew,0479500,2007,6603,3
"Run, Fatboy, Run",0425413,2007,6616,1
Grandpa for Christmas,0950740,2007,6617,3
Flatland: The Movie,0814106,2007,6631,2
"Babysitters, The",0796302,2007,6735,3
Les deux mondes,0808230,2007,6759,2
I'm Not There.,0368794,2007,6795,1
Shotgun Stories,0952682,2007,6828,3
Bleach Movie 2: The Diamond Dust Rebellion,1148261,2007,6905,2
Control,0421082,2007,6987,2
Awake,0211933,2007,7001,3
Lions for lambs,0891527,2007,7078,0
Las 13 rosas,0809533,2007,7079,3
"""Masters of Horror"" Right to Die",0871197,2007,7121,1
"""Masters of Horror"" We All Scream for Ice Cream",0817402,2007,7125,3
"""Masters of Horror"" The Black Cat",0785533,2007,7128,0
"""Masters of Horror"" The Washingtonians",0854548,2007,7129,3
"""Masters of Horror"" Dream Cruise",0868394,2007,7131,1
Lucky Blue,0971205,2007,7140,0
Cafe com Leite,1166805,2007,7142,0
Reine Geschmacksache,0838192,2007,7153,3
Zodiac,0443706,2007,7251,1
Meduzot,0807721,2007,7349,3
American Gangster,0765429,2007,7395,1
Bee Movie,0389790,2007,7519,1
"Last Mimzy, The",0768212,2007,7556,3
Viva,0393956,2007,7584,3
It's a Free World...,0807054,2007,7711,3
Barbie Fairytopia: Magic of the Rainbow,1007920,2007,7714,3
Cleaner,0896798,2007,7773,1
Estômago,1039960,2007,7796,0
"Reaping, The",0444682,2007,7973,3
Pokémon: The Rise of Darkrai,1226251,2007,8513,3
"Water Horse, The",0760329,2007,8525,0
"Assassination of Jesse James by the Coward Robert Ford, The",0443680,2007,8535,1
Aliens vs. Predator: Requiem,0758730,2007,8576,3
Rosa: The Movie,0997260,2007,8732,3
American Pie Presents: Beta House,0974959,2007,9002,2
Underdog,0467110,2007,9240,1
"Heartbreak Kid, The",0408839,2007,9247,2
Hungry Bitches,1765847,2007,9352,3
Mr. Bean's Holiday,0453451,2007,9424,0
Ghost Rider,0259324,2007,9451,0
A Perfect Stranger,0457433,2007,9476,3
Steak,0889665,2007,9627,0
"Air I Breathe, The",0485851,2007,9803,3
Suburban Girl,0428579,2007,9805,2
David Lynch Cooks Quinoa,8021928,2007,10054,0
Hände weg von Mississippi,0943232,2007,10078,3
August Rush,0426931,2007,10107,3
Under the Same Moon,0796307,2007,10126,3
National Treasure: Book of Secrets,0465234,2007,10130,3
Surfs Up,0423294,2007,10203,1
Starship Troopers 3: Marauder,0844760,2008,1,3
WALL-E,0910970,2008,3,1
"Bank Job, The",0200465,2008,19,3
Jumper,0489099,2008,28,1
In Bruges,0780536,2008,34,1
21,0478087,2008,47,3
"Dark Knight, The",0468569,2008,66,3
"Love Guru, The",0811138,2008,60,1
Hancock,0448157,2008,61,0
"Mutant Chronicles, The",0490181,2008,65,1
Nim's Island,0410377,2008,73,3
Get Smart,0425061,2008,74,1
Wanted,0493464,2008,80,1
Futurama: The Beast with a Billion Backs,1054485,2008,81,2
Baby Mama,0871426,2008,140,3
Birds of America,1029134,2008,141,3
Be Kind Rewind,0799934,2008,145,1
Vantage Point,0443274,2008,176,3
Iron Man,0371746,2008,190,2
What Happens In Vegas,1033643,2008,191,3
Burn After Reading,0887883,2008,189,1
Speed Racer,0811080,2008,192,3
Meet Dave,0765476,2008,193,1
Journey to the Center of the Earth,0373051,2008,194,1
"Incredible Hulk, The",0800080,2008,195,1
Appaloosa,0800308,2008,196,1
Nick and Norah's Infinite Playlist,0981227,2008,197,3
27 Dresses,0988595,2008,212,3
Hellboy II: The Golden Army,0411477,2008,214,1
Role Models,0430922,2008,217,1
Bolt,0397892,2008,220,3
Death Race,0452608,2008,222,1
Gomorra,0929425,2008,233,1
Transporter 3,1129442,2008,241,0
Milk,1013753,2008,242,1
Vicky Cristina Barcelona,0497465,2008,245,3
Slumdog Millionaire,1010048,2008,251,1
Frozen River,0978759,2008,252,3
Doubt,0918927,2008,254,3
Step Brothers,0838283,2008,260,1
Tropic Thunder,0942385,2008,263,0
"Lucky Ones, The",0981072,2008,265,3
"Reader, The",0976051,2008,273,1
Revolutionary Road,0959337,2008,275,3
Resident Evil: Degeneration,1174954,2008,279,3
"Wrestler, The",1125849,2008,285,1
Changeling,0824747,2008,286,3
"Day the Earth Stood Still, The",0970416,2008,298,3
Yes Man,1068680,2008,305,1
Inkheart,0494238,2008,306,3
Max Payne,0467197,2008,309,3
Bedtime Stories,0960731,2008,310,3
Mamma Mia!,0795421,2008,316,3
Futurama: Bender's Game,1054486,2008,338,1
Sunshine Cleaning,0862846,2008,346,3
Miss Pettigrew Lives for a Day,0970468,2008,350,3
"Women, The",0430770,2008,355,3
Blindness,0861689,2008,380,3
Pineapple Express,0910936,2008,384,2
Taken,0936501,2008,428,3
"Eye, The",0406759,2008,429,3
CJ7 (Changjiang 7 hao),0940709,2008,447,1
Eagle Eye,1059786,2008,463,1
High School Musical 3: Senior Year,0962726,2008,464,3
Quantum of Solace,0830515,2008,465,1
Gake no ue no Ponyo,0876563,2008,469,3
Flash of Genius,1054588,2008,470,1
Tinker Bell,0823671,2008,473,3
Fashion,0964516,2008,492,3
"Hurt Locker, The",0887912,2008,495,1
Rachel Getting Married,1084950,2008,499,3
Easy Virtue,0808244,2008,500,3
Twilight,1099212,2008,501,3
Gran Torino,1205489,2008,502,2
Che: Part One,0892255,2008,503,1
"Curious Case of Benjamin Button, The",0421715,2008,504,3
Ghost Town,0995039,2008,513,1
"Beaches of Agnes, The",1129435,2008,523,3
"Alphabet Killer, The",0818165,2008,540,3
Quarantine,1082868,2008,541,3
Repo! The Genetic Opera,0963194,2008,542,3
"Definitely, Maybe",0832266,2008,545,3
Franklyn,0893402,2008,584,2
Låt den rätte komma in (Let the Right One In),1139797,2008,668,1
Kung Fu Panda,0441773,2008,728,3
Three wise men,1270769,2008,730,1
Kataude mashin garu,1050160,2008,740,3
Sex and the City,1000774,2008,747,3
Fanboys,0489049,2008,768,0
Ai no mukidashi,1128075,2008,770,3
Okuribito (Departures),1069238,2008,819,3
Birdemic,1316037,2008,829,3
Cloverfield,1060277,2008,889,3
Ciao,0870089,2008,883,0
"Sisterhood of the Traveling Pants 2, The",1018785,2008,902,3
Four Christmases,0369436,2008,903,3
"Secret Life of Bees, The",0416212,2008,927,3
Pontypool,1226681,2008,952,0
I've Loved You So Long,1068649,2008,985,3
Frost/Nixon,0870111,2008,990,1
City of Ember,0970411,2008,1013,3
"House Bunny, The",0852713,2008,1014,3
Indiana Jones and the Kingdom of the Crystal Skull,0367882,2008,1050,1
My Prison Yard,1103193,2008,1583,3
"Chronicles of Narnia: Prince Caspian, The",0499448,2008,1590,3
Dim Sum Funeral,1216477,2008,1548,3
Stargate: Continuum,0929629,2008,1586,1
Happy-Go-Lucky,1045670,2008,1290,3
God's Forgotten Town,1077084,2008,1178,3
Step Up 2: The Streets,1023481,2008,1104,3
El regalo,1305138,2008,1107,2
Horton Hears a Who!,0451079,2008,1142,1
